,precision,recall,thresholds
0,0.11370262390670553,1.0,0.33981557168185544
1,0.11403508771929824,1.0,0.35250249423106456
2,0.11436950146627566,1.0,0.3581211476371844
3,0.11470588235294117,1.0,0.3682358620296806
4,0.11504424778761062,1.0,0.38088951598785054
5,0.11538461538461539,1.0,0.3844300231314451
6,0.11572700296735905,1.0,0.38474358181184837
7,0.11607142857142858,1.0,0.3848144231104167
8,0.11641791044776119,1.0,0.38494273033347115
9,0.11676646706586827,1.0,0.3881576979297979
10,0.11711711711711711,1.0,0.38838160249690334
11,0.11746987951807229,1.0,0.3936105857929007
12,0.11782477341389729,1.0,0.3937991677932882
13,0.11818181818181818,1.0,0.39435505366388124
14,0.11854103343465046,1.0,0.39437912519279256
15,0.11890243902439024,1.0,0.39540097972372723
16,0.11926605504587157,1.0,0.3958129734840663
17,0.1196319018404908,1.0,0.40022617973259483
18,0.12,1.0,0.4016003598851111
19,0.12037037037037036,1.0,0.40313273583536785
20,0.12074303405572756,1.0,0.4032860613415424
21,0.12111801242236025,1.0,0.4046608971808247
22,0.12149532710280374,1.0,0.40566181267810153
23,0.121875,1.0,0.40614638909440987
24,0.12225705329153605,1.0,0.4078037390421144
25,0.12264150943396226,1.0,0.4086552729808961
26,0.12302839116719243,1.0,0.41019606142758025
27,0.12341772151898735,1.0,0.4102638480782085
28,0.12063492063492064,0.9743589743589743,0.4105416493886047
29,0.12101910828025478,0.9743589743589743,0.4106568470409012
30,0.12140575079872204,0.9743589743589743,0.4115485589615498
31,0.12179487179487179,0.9743589743589743,0.4118364724637008
32,0.1189710610932476,0.9487179487179487,0.4123452648474776
33,0.11935483870967742,0.9487179487179487,0.4127437572270678
34,0.11974110032362459,0.9487179487179487,0.4128666141908368
35,0.12012987012987013,0.9487179487179487,0.4156703167923727
36,0.12052117263843648,0.9487179487179487,0.4158075559006217
37,0.12091503267973856,0.9487179487179487,0.4163391609598566
38,0.12131147540983607,0.9487179487179487,0.4167384503958975
