,precision,recall,thresholds
0,0.11370262390670553,1.0,0.0
1,0.11787072243346007,0.7948717948717948,0.01
2,0.1228813559322034,0.7435897435897436,0.02
3,0.1267605633802817,0.6923076923076923,0.03
4,0.13471502590673576,0.6666666666666666,0.04
5,0.13333333333333333,0.6153846153846154,0.05
6,0.14201183431952663,0.6153846153846154,0.06
7,0.13924050632911392,0.5641025641025641,0.07
8,0.14482758620689656,0.5384615384615384,0.08
9,0.1484375,0.48717948717948717,0.09
10,0.15966386554621848,0.48717948717948717,0.1
11,0.16822429906542055,0.46153846153846156,0.11
12,0.16346153846153846,0.4358974358974359,0.12
13,0.16494845360824742,0.41025641025641024,0.13
14,0.16853932584269662,0.38461538461538464,0.14
15,0.17857142857142858,0.38461538461538464,0.15
16,0.189873417721519,0.38461538461538464,0.16
17,0.19736842105263158,0.38461538461538464,0.17
18,0.18571428571428572,0.3333333333333333,0.18
19,0.18461538461538463,0.3076923076923077,0.19
20,0.16393442622950818,0.2564102564102564,0.2
21,0.18867924528301888,0.2564102564102564,0.21
22,0.17647058823529413,0.23076923076923078,0.22
23,0.19148936170212766,0.23076923076923078,0.23
24,0.1956521739130435,0.23076923076923078,0.25
25,0.20454545454545456,0.23076923076923078,0.26
26,0.21428571428571427,0.23076923076923078,0.27
27,0.21951219512195122,0.23076923076923078,0.28
28,0.20512820512820512,0.20512820512820512,0.3
29,0.2222222222222222,0.20512820512820512,0.31
30,0.23529411764705882,0.20512820512820512,0.33
31,0.25,0.20512820512820512,0.34
32,0.26666666666666666,0.20512820512820512,0.36
33,0.27586206896551724,0.20512820512820512,0.39
34,0.25925925925925924,0.1794871794871795,0.4
35,0.28,0.1794871794871795,0.41
36,0.3181818181818182,0.1794871794871795,0.42
37,0.3333333333333333,0.1794871794871795,0.44
38,0.3,0.15384615384615385,0.45
39,0.3157894736842105,0.15384615384615385,0.46
40,0.35294117647058826,0.15384615384615385,0.49
41,0.4,0.15384615384615385,0.54
42,0.42857142857142855,0.15384615384615385,0.55
43,0.5,0.15384615384615385,0.56
44,0.45454545454545453,0.1282051282051282,0.63
45,0.4,0.10256410256410256,0.64
46,0.3333333333333333,0.07692307692307693,0.66
47,0.375,0.07692307692307693,0.67
48,0.6,0.07692307692307693,0.68
49,0.5,0.05128205128205128,0.69
50,0.3333333333333333,0.02564102564102564,0.7
51,0.5,0.02564102564102564,0.71
52,0.0,0.0,1.0
53,1.0,0.0,1.0
